,tconst,primaryTitle,startYear,genres,directors,cast,averageRating,numVotes,main_dir,dirname
86860,tt0173183,Semya Kotsyubinskikh,1971,"Drama,Romance,War",nm0505204,"['nm0873594', 'nm0301451', 'nm0218459', 'nm0462494', 'nm0017903']",6.2,18,nm0505204,Timofei Levchuk
251329,tt28326623,420 Nurses,2023,Documentary,nm11011122,"['nm15026065', 'nm15026067', 'nm15026066']",6.6,11,nm11011122,Jeremy Norrie
193858,tt13985888,Miles of Love,2021,"Comedy,Drama,Music",nm12769551,"['nm10308382', 'nm10308385', 'nm12941489', 'nm12796176', 'nm7528620']",6.1,997,nm12769551,Kayyam Upendra Kumar Nandhan
225580,tt20235408,"Marilyn, Her Final Secret",2022,Documentary,nm2830519,"['nm0394507', 'nm2833670']",7.2,29,nm2830519,François Pomès
109438,tt0255501,The Portrait of Dorian Gay,1974,"Adult,Drama,Horror",nm0257627,['nm12613140'],6.3,18,nm0257627,J.J. English
210278,tt16282550,Ruposh,2022,Drama,nm8993202,"['nm7913111', 'nm12436420', 'nm12517307', 'nm2588481', 'nm5616620']",6.8,1007,nm8993202,Ali Faizan
60923,tt0102251,The Tradition,1991,Drama,nm0869623,"['nm14421429', 'nm8823900', 'nm14421426', 'nm14421428', 'nm14421427']",6.3,11,nm0869623,Drissa Toure
265133,tt3462482,The Flight Fantastic,2015,"Adventure,Biography,Documentary",nm0601963,"['nm1331639', 'nm0304743']",8.6,12,nm0601963,Tom Moore
23945,tt0049870,Toward the Unknown,1956,"Drama,History,Romance",nm0503777,"['nm0000034', 'nm0634313', 'nm0500702', 'nm0569902', 'nm0358069']",6.5,748,nm0503777,Mervyn LeRoy
135323,tt0370032,Ultraviolet,2006,"Action,Sci-Fi",nm0934483,"['nm0000170', 'nm1080974', 'nm0157915', 'nm1669663', 'nm1102741']",4.4,84532,nm0934483,Kurt Wimmer
95677,tt0199555,Get It on!,1998,Comedy,nm0753083,"['nm0190537', 'nm0446497', 'nm1658712', 'nm0139619']",4.8,11,nm0753083,Aaron Ryder
238556,tt2350746,Eppadi Manasukkul Vandhai,2012,"Drama,Romance",nm5204574,"['nm4828580', 'nm5227327', 'nm1224134', 'nm5226396']",4.3,18,nm5204574,P.V. Prasad
30225,tt0058272,Komedie s Klikou,1964,Comedy,nm0472406,"['nm0092008', 'nm0405859', 'nm0159600', 'nm0326538', 'nm0237317']",6.8,24,nm0472406,Václav Krska
126271,tt0322592,Adventure in Tokyo,1952,Drama,nm0793119,"['nm0945836', 'nm0586733', 'nm0043398', 'nm0875465', 'nm0457204']",7.4,44,nm0793119,Minoru Shibuya
163491,tt10075042,Aasaiyil Oru Kaditham,1999,"Action,Drama,Romance",nm5575107,"['nm0695286', 'nm1269614', 'nm0025606', 'nm10570967', 'nm0897206']",5.4,31,nm5575107,Selva
283256,tt5161762,Another Woman,2015,"Drama,Romance",nm2058608,"['nm1540120', 'nm2290954', 'nm3386125', 'nm3010363', 'nm3317812']",5.6,118,nm2058608,Wei-Chen Chang
113369,tt0269183,Ephemeral Town,2000,Drama,nm0951783,"['nm0224501', 'nm0804755', 'nm0444911', 'nm2888944', 'nm1303350']",5.8,32,nm0951783,Giorgos Zafiris
34481,tt0064379,The Good Guys and the Bad Guys,1969,"Comedy,Western",nm0447944,"['nm0000053', 'nm0001421', 'nm0000842', 'nm0001016', 'nm0001481']",6.1,1635,nm0447944,Burt Kennedy
7119,tt0025259,Hold That Girl,1934,"Comedy,Drama",nm0532187,"['nm0007223', 'nm0872456', 'nm0249785', 'nm0584119', 'nm0203383']",5.9,43,nm0532187,Hamilton MacFadden
106362,tt0244066,Maria Isabel,1968,"Comedy,Drama,Romance",nm0192698,"['nm0683831', 'nm0840788', 'nm0493719', 'nm0523574', 'nm0432465']",7.2,104,nm0192698,Federico Curiel
316740,tt9609886,Kasala!,2018,Comedy,nm8061992,"['nm10404026', 'nm3149791', 'nm9348975', 'nm7541334', 'nm12685484']",6.9,36,nm8061992,Ema Edosio
139640,tt0395121,The Pedal Push Car,2004,Comedy,nm0054381,"['nm0029962', 'nm0665082', 'nm10181390', 'nm1521386', 'nm1390413']",6.6,67,nm0054381,Ramón Barea
221477,tt19029666,Customs Frontline,2024,"Action,Drama,Thriller",nm0946875,"['nm0874866', 'nm0156484', 'nm0628757', 'nm3100183', 'nm0575997']",5.6,288,nm0946875,Herman Yau
113947,tt0271564,Iniyum Kadha Thudarum,1985,Drama,nm0430782,"['nm0007123', 'nm0419685', 'nm0787748', 'nm0813762', 'nm0707490']",7.1,40,nm0430782,Joshiy
235822,tt2273237,"From Nothing, Something: A Documentary on the Creative Process",2012,"Biography,Documentary,Music",nm2744086,['nm2113249'],8.0,97,nm2744086,Tim Cawley
73313,tt0123573,Brothers,1982,Drama,nm0100024,"['nm0371718', 'nm0437997', 'nm0491127', 'nm0167316', 'nm0078889']",5.1,30,nm0100024,Terry Bourke
24367,tt0050488,Hear Me Good,1957,Comedy,nm0570190,"['nm0545301', 'nm0743533', 'nm0026039', 'nm0929795', 'nm0296330']",5.4,24,nm0570190,Don McGuire
292126,tt6048706,Yildizlar da Kayar: Das Borak,2016,Comedy,nm8425903,"['nm7020524', 'nm8422199', 'nm1282876', 'nm1758898', 'nm0259472']",3.2,163,nm8425903,Levent Görgeç
240191,tt2387419,Chanti,2004,"Action,Drama",nm1828598,"['nm0712433', 'nm0996625', 'nm2065113', 'nm0474609', 'nm1298052']",3.5,95,nm1828598,Sobhan
20959,tt0045692,Disonorata - Senza colpa,1954,Drama,nm0157613,"['nm0267838', 'nm0899890', 'nm0672081', 'nm0289983', 'nm0448800']",5.5,10,nm0157613,Giorgio Walter Chili
241152,tt2411994,Laksamana Do Re Mi,1972,"Adventure,Comedy,Fantasy",nm0708422,"['nm0708422', 'nm3635642', 'nm5288536', 'nm3955477', 'nm0368328']",8.1,64,nm0708422,P. Ramlee
199644,tt14722502,Walden,2021,\N,"nm0725586,nm1353162","['nm2605345', 'nm8458059', 'nm3575723']",6.5,65,nm0725586,Ian Rickson
308734,tt8207768,Mere Pyare Prime Minister,2018,Drama,nm1018493,"['nm7850329', 'nm6119577', 'nm4955022', 'nm9734742', 'nm0221218']",6.8,699,nm1018493,Rakeysh Omprakash Mehra
311461,tt8655740,Brothers,2018,Drama,nm1856667,"['nm6794525', 'nm9619032', 'nm4679469', 'nm7045897', 'nm6659651']",5.8,161,nm1856667,Ömür Atay
134075,tt0363690,Hughes' Dream Harlem,2002,"Biography,Documentary,History",nm0430606,"['nm16422930', 'nm0001115', 'nm1501241']",6.6,11,nm0430606,Jamal Joseph
216552,tt1773477,I Phone You,2011,"Comedy,Drama,Romance",nm2251718,"['nm2798295', 'nm0525518', 'nm5346092', 'nm4285422', 'nm0259723']",5.8,201,nm2251718,Dan Tang
187008,tt13147656,The Christmas Setup,2020,"Drama,Romance",nm1319591,"['nm2313157', 'nm2114050', 'nm0000376', 'nm2771798', 'nm0174966']",6.8,2948,nm1319591,Pat Mills
46733,tt0081378,Defiant Delta,1980,"Drama,War",nm0515536,"['nm0691419', 'nm0895828', 'nm0459208', 'nm0559127', 'nm0660144']",6.1,34,nm0515536,Vesna Ljubic
206155,tt15554920,Heads and Tales,2021,Drama,nm7488700,"['nm7488700', 'nm11690571', 'nm1198628', 'nm11958764']",6.0,128,nm7488700,Sai Krishna Enreddy
110948,tt0260559,Where There's Smoke,2000,Drama,nm0797545,"['nm0877947', 'nm0714919', 'nm0746638', 'nm0818186', 'nm0446844']",7.4,20,nm0797545,Richard Signy
282215,tt5074618,Genis Aile: Yapistir,2015,Comedy,nm0880127,"['nm1728174', 'nm1295127', 'nm2053211', 'nm3957705', 'nm5796793']",4.8,1398,nm0880127,Ömer Ugur
224833,tt2002749,Oliendo a Perro,2011,Comedy,nm1865974,"['nm1865974', 'nm4552780', 'nm4553239', 'nm2885061', 'nm3149501']",6.7,16,nm1865974,Alexandro Aldrete
52777,tt0090052,The Satin Slipper,1985,Drama,nm0210701,"['nm0162502', 'nm0059564', 'nm0175931', 'nm0310331', 'nm0015961']",6.9,197,nm0210701,Manoel de Oliveira
16921,tt0039717,Pokhozhdeniya Nasreddina,1947,\N,nm0304400,"['nm0451140', 'nm0875059', 'nm0955314', 'nm1294636', 'nm0451754']",6.9,45,nm0304400,Nabi Ganiyev
57287,tt0096804,American Ninja 3: Blood Hunt,1989,"Action,Drama",nm0839233,"['nm0103196', 'nm0416944', 'nm0331374', 'nm0151034', 'nm0250619']",3.7,5989,nm0839233,Cedric Sundstrom
256900,tt30527412,Rokjesnacht,2024,Romance,nm0631590,"['nm9764212', 'nm3257687', 'nm2723283', 'nm5248568', 'nm1278335']",5.5,43,nm0631590,Johan Nijenhuis
240031,tt23848690,Oru Jaathi Manushyan,2022,\N,nm14281913,"['nm14720935', 'nm11495896', 'nm7945684', 'nm1618362', 'nm3159930']",7.9,306,nm14281913,K. Shemeer
194520,tt1407081,Surrogate,2008,Drama,nm3394592,"['nm3402398', 'nm1783055', 'nm0131399', 'nm3392631', 'nm0322745']",6.2,174,nm3394592,Tali Shalom-Ezer
246430,tt26724045,Melvin Kangas: Kantele Man,2019,Documentary,nm0521995,"['nm14560515', 'nm14560516', 'nm14539950']",9.6,6,nm0521995,Michael Loukinen
45297,tt0079413,Crew Cut,1979,Drama,nm0682851,"['nm0513190', 'nm0232495', 'nm0012294', 'nm0102587', 'nm0652324']",5.4,159,nm0682851,Guido Pieters
202566,tt1512310,Goblin,2010,"Fantasy,Horror",nm0484879,"['nm0004743', 'nm2702898', 'nm0837992', 'nm0722413', 'nm2835897']",4.0,1450,nm0484879,Jeffery Scott Lando
128510,tt0335159,Home Along da Riles 2,1997,"Comedy,Family",nm1074697,"['nm1006879', 'nm0056995', 'nm1297042', 'nm0945813', 'nm0541278']",7.7,38,nm1074697,Efren Jarlego
192513,tt13802622,Indiana Red and the Secrets of Aether,2019,Adventure,nm12192617,"['nm12193462', 'nm12192617', 'nm12207500', 'nm12193463']",4.3,6,nm12192617,GeneralRyGy4532
239561,tt2375589,Teenage Kicks,2016,Drama,nm1184488,"['nm1505131', 'nm3206486', 'nm0278354', 'nm3996908', 'nm2782505']",6.5,1170,nm1184488,Craig Boreham
65092,tt0109177,Aya: Imagined Autobiography,1994,"Biography,Drama",nm0060634,"['nm0957615', 'nm0506715', 'nm0330817', 'nm0078797', 'nm0277916']",7.1,42,nm0060634,Michal Bat-Adam
227594,tt20838498,Thai Massage,2022,Comedy,nm4726499,"['nm0710549', 'nm4450033', 'nm4482922', 'nm10938663', 'nm2913438']",6.2,1991,nm4726499,Mangesh Hadawale
235031,tt22493506,Pastor Lothar Stops,2022,Documentary,nm5729762,['nm14110011'],7.7,21,nm5729762,Tilman König
61713,tt0103599,52nd St. Serenade,1992,\N,nm0229694,['nm0003069'],5.6,12,nm0229694,David Dobkin
235845,tt2273621,The Runner,2017,Sport,nm2683207,"['nm1165044', 'nm0356003', 'nm0429886', 'nm0727640', 'nm4926845']",6.0,14,nm2683207,Ingeborg C. Humphrey
114464,tt0273492,The Carpenters,1973,Comedy,nm0516093,"['nm0306696', 'nm0362684', 'nm0466300', 'nm0715073', 'nm0935345']",8.2,10,nm0516093,Norman Lloyd
78277,tt0139462,Message in a Bottle,1999,"Drama,Romance",nm0001502,"['nm0000126', 'nm0000705', 'nm0000056', 'nm0001698', 'nm0001152']",6.2,40824,nm0001502,Luis Mandoki
267099,tt3609896,My Life Partner,2014,"Drama,Family,Romance",nm3793598,"['nm5573564', 'nm0579772', 'nm4710099', 'nm4915893', 'nm0837700']",8.0,34,nm3793598,M.B. Padmakumar
43426,tt0076751,Das Spukschloß von Baskermore,1974,Adventure,nm0288975,"['nm0474478', 'nm0442457', 'nm10407189', 'nm0314385', 'nm0937767']",5.6,15,nm0288975,Rolf Olsen
276524,tt4495926,Ascension: I Am Not My Mother,2015,"Drama,Family",nm6177148,"['nm7048924', 'nm7048925', 'nm4224761', 'nm5443851', 'nm0695514']",8.5,17,nm6177148,Demedrius Charles
156185,tt0800095,Jesse Stone: Death in Paradise,2006,"Crime,Drama",nm0363553,"['nm0000633', 'nm0205626', 'nm0837173', 'nm0103699', 'nm0059630']",7.1,5728,nm0363553,Robert Harmon
72033,tt0120642,"A Cool, Dry Place",1998,Drama,nm0808807,"['nm0000681', 'nm0005321', 'nm0000725', 'nm0594951', 'nm0001701']",6.1,3171,nm0808807,John N. Smith
302533,tt7306312,La fille au pair,1983,Adult,nm0126864,"['nm0035986', 'nm0163776', 'nm2943728', 'nm1993068', 'nm0682249']",4.2,9,nm0126864,José Bénazéraf
131867,tt0353149,Aardram,1992,\N,nm1324517,"['nm1559072', 'nm1522327', 'nm0080391', 'nm0222145', 'nm0329697']",5.1,12,nm1324517,Suresh Unnithan
43915,tt0077505,Red Rings of Fear,1978,"Crime,Horror,Mystery",nm0624477,"['nm0601377', 'nm0442304', 'nm0221527', 'nm0852488', 'nm0018144']",5.6,847,nm0624477,Alberto Negrin
25113,tt0051502,A Cry from the Streets,1958,"Drama,Romance",nm0318150,"['nm0125880', 'nm0614843', 'nm0676789', 'nm0933244', 'nm0365692']",6.5,216,nm0318150,Lewis Gilbert
69877,tt0117250,The One That Got Away,1996,"Action,Drama,Thriller",nm0339030,"['nm0001524', 'nm0607375', 'nm0905357', 'nm0121865', 'nm0003818']",6.1,448,nm0339030,Paul Greengrass
147220,tt0445844,Yiu yan kuang liu,1969,"Drama,Romance",nm1280228,"['nm0398883', 'nm0160927', 'nm0266663', 'nm0950472', 'nm2488847']",5.9,20,nm1280228,Chen Lo
235104,tt22505246,In Dream,2022,"Crime,Thriller",nm1533000,"['nm3746954', 'nm0644885', 'nm1111680']",5.2,39,nm1533000,Dong-yeob Shin
245904,tt26548280,Napoli milionaria,2023,\N,nm0591362,"['nm5003477', 'nm2691468', 'nm3433864', 'nm2218544', 'nm1288493']",7.3,35,nm0591362,Luca Miniero
199263,tt1467065,Shakti Leelai,1972,Fantasy,nm0708014,"['nm0304261', 'nm0044600', 'nm0412883', 'nm0619101', 'nm0707345']",7.5,7,nm0708014,Ramanna
313974,tt9060712,The Lads,2018,Comedy,nm9653495,"['nm2486671', 'nm9653495', 'nm7728725', 'nm6872410', 'nm5437392']",6.8,46,nm9653495,Ian Adams
133735,tt0361911,The Miracle Goes On,1976,"Drama,Family,Romance",nm0286809,"['nm1766159', 'nm1356505', 'nm0923468']",8.2,15,nm0286809,Rolf Forsberg
174960,tt1147513,Doraemon: Nobita and the Legend of the Sun King,2000,"Adventure,Animation,Comedy",nm1167622,"['nm0645219', 'nm0644947', 'nm0634595', 'nm0454049', 'nm0851218']",7.1,1044,nm1167622,Tsutomu Shibayama
252400,tt28656668,War of the Worlds: Extinction,2024,"Action,Adventure,Sci-Fi",nm0712782,"['nm0000287', 'nm4926747', 'nm0388082', 'nm2750872', 'nm0001595']",4.1,90,nm0712782,Christopher Ray
187290,tt1318527,Portrait of an American Family,2017,"Action,Crime,Drama",nm0003578,"['nm2426419', 'nm3071500', 'nm3183675', 'nm2673735', 'nm2397495']",7.8,11,nm0003578,Ray Nicholas Hosack
222985,tt1950135,Drunk Wedding,2015,Comedy,nm2358558,"['nm0177396', 'nm4504454', 'nm2872012', 'nm2377750', 'nm2247247']",4.6,934,nm2358558,Nick Weiss
92289,tt0188781,Kung Fu Attraction,1978,Action,nm0157809,"['nm0684149', 'nm0508561', 'nm7333616', 'nm0863915', 'nm0156460']",5.9,15,nm0157809,Cheng-Liang Kwan
56534,tt0095574,Little Vera,1988,"Drama,Romance",nm0681695,"['nm0624393', 'nm0812458', 'nm0623350', 'nm0952193', 'nm0017967']",6.9,2205,nm0681695,Vasili Pichul
177059,tt11764424,In the Middle of the Labyrinth,2019,Drama,nm11341041,"['nm5855549', 'nm11341042', 'nm11341043', 'nm11341044', 'nm11341045']",5.8,18,nm11341041,Salomón Pérez
306178,tt7825508,Lucy Worsley: Mozart's London Odyssey,2016,"Documentary,History","nm0193599,nm1627650","['nm9528592', 'nm9528593', 'nm6073114', 'nm9296794', 'nm9528594']",6.9,38,nm0193599,Richard Curson Smith
228921,tt2112335,Who's There?,2011,"Horror,Thriller",nm4776045,"['nm4777474', 'nm4775405', 'nm3828242', 'nm0802251', 'nm0451272']",4.7,24,nm4776045,Ejaz Ahmed
253269,tt29063716,Nastoyashchiy Ded Moroz,2023,"Comedy,Family",nm15413822,"['nm15573529', 'nm3988981', 'nm0218272', 'nm15413832', 'nm15206417']",5.0,21,nm15413822,Mikhail Krupin
187011,tt13147810,Die Rückkehr der Wölfe: Das Wunder im Yellowstone-Nationalpark,2017,Documentary,"nm2613435,nm2615554",['nm0432548'],6.4,6,nm2613435,Jürgen Hansen
19640,tt0043756,Lorna Doone,1951,"Adventure,Drama,Romance",nm0439597,"['nm0354853', 'nm0338901', 'nm0717203', 'nm0084219', 'nm0709681']",5.8,265,nm0439597,Phil Karlson
45715,tt0079957,The Streets of L.A.,1979,Drama,nm0293197,"['nm0940946', 'nm0916434', 'nm0350380', 'nm0160287', 'nm0891835']",5.7,42,nm0293197,Jerrold Freedman
161925,tt0965436,Panthaya Kozhi,2007,Drama,nm1324559,"['nm1230844', 'nm0033245', 'nm2649680', 'nm0222145', 'nm0311677']",5.1,56,nm1324559,M.A. Venu
107448,tt0248090,The Holy City,1986,Drama,nm0117317,"['nm0371342', 'nm0533161', 'nm0254884', 'nm0943780', 'nm0335451']",7.3,10,nm0117317,Bill Bryden
271000,tt3948362,Erotic Ghost Story,1993,"Crime,Drama,Fantasy",nm1155645,"['nm0151166', 'nm1221454', 'nm1149692', 'nm6694248', 'nm5168132']",5.3,20,nm1155645,Wen-Hsing Lai
116034,tt0278999,Büyük Yemin,1969,Drama,nm0960375,"['nm0035067', 'nm0320883', 'nm1145299', 'nm0408458', 'nm0618628']",5.9,172,nm0960375,Memduh Ün
183488,tt1270079,All Alone,2011,Thriller,nm0148157,"['nm0505659', 'nm0182803', 'nm1026257', 'nm0427869', 'nm3765939']",4.2,244,nm0148157,Jon Cellini
130980,tt0348121,Steamboy,2004,"Action,Adventure,Animation","nm1056677,nm0960028","['nm0001593', 'nm0001772', 'nm0000547', 'nm0840551', 'nm0875364']",6.8,18979,nm1056677,Shinji Takagi
9737,tt0029327,"O, en så'n natt!",1937,"Comedy,Romance",nm0377613,"['nm0595361', 'nm0845486', 'nm0074698', 'nm0092051', 'nm0014351']",5.8,87,nm0377613,Anders Henrikson
68341,tt0114551,Stora och små män,1995,Drama,nm0761879,"['nm0257719', 'nm0439699', 'nm0358363', 'nm0074547', 'nm0840928']",5.9,57,nm0761879,Åke Sandgren
225528,tt2022521,Rowthiram,2011,"Action,Drama",nm4403137,"['nm1883318', 'nm1328152', 'nm1957308', 'nm3561501', 'nm3597462']",5.2,395,nm4403137,Gokul
86038,tt0170212,Maman Colibri,1937,Drama,nm0238810,"['nm0240646', 'nm0001922', 'nm0941542', 'nm0695140', 'nm0097724']",5.1,10,nm0238810,Jean Dréville
263082,tt3315310,The Key,2014,Drama,nm0506461,"['nm0000274', 'nm0000499', 'nm2227646', 'nm2093939', 'nm0913570']",5.4,86,nm0506461,Jefery Levy
260587,tt32096684,Hep Yek: Asiret,2024,Comedy,nm5047867,"['nm1747332', 'nm15937876', 'nm8661756', 'nm1698955', 'nm8789089']",2.2,146,nm5047867,Bilal Kalyoncu
311359,tt8637534,Stay with Me,2018,"Comedy,Drama,Romance",nm1699895,"['nm5384553', 'nm6441344', 'nm5909868', 'nm6932073', 'nm0043709']",5.4,814,nm1699895,Mustafa Ugur Yagcioglu
294581,tt6281040,Fanny und die gestohlene Frau,2016,"Comedy,Drama",nm1103518,"['nm0817608', 'nm0580930', 'nm4140429', 'nm1457472', 'nm3096358']",4.8,21,nm1103518,Mark Monheim
264710,tt3427414,Les amis à vendre,2014,"Comedy,Drama,Fantasy",nm0079744,"['nm0001960', 'nm0126875', 'nm0747678', 'nm6202023']",6.2,33,nm0079744,Gaëtan Bevernaege
204995,tt1541160,Flypaper,2011,"Comedy,Crime,Mystery",nm0591450,"['nm0001131', 'nm0000171', 'nm0625789', 'nm0001616', 'nm1790682']",6.3,34313,nm0591450,Rob Minkoff
262547,tt32944883,Don't Let's Go to the Dogs Tonight,2024,Drama,nm0001110,"['nm11537943', 'nm8107182', 'nm5243497', 'nm0001110', 'nm1049729']",8.0,33,nm0001110,Embeth Davidtz
236098,tt2279233,Reunion 108,2013,Comedy,"nm2086819,nm4848051","['nm1899013', 'nm0611673', 'nm1142276', 'nm4781625', 'nm3354517']",7.7,42,nm2086819,James Suttles
4635,tt0020928,Good Intentions,1930,"Action,Crime,Drama",nm0397678,"['nm0522926', 'nm0161451', 'nm0867538', 'nm0289317', 'nm0340806']",5.8,21,nm0397678,William K. Howard
238979,tt2362991,When Calls the Heart,2013,"Comedy,Drama,Family",nm0484901,"['nm1192254', 'nm1854386', 'nm5014360', 'nm1528476', 'nm0526724']",6.5,2312,nm0484901,Michael Landon Jr.
165588,tt10332672,Annem,2019,Drama,nm2340040,"['nm6221099', 'nm0946912', 'nm4236738', 'nm2324150', 'nm0260539']",5.9,2023,nm2340040,Mustafa Kotan
142109,tt0411900,The Clown,1965,Drama,nm0762517,"['nm0019699', 'nm1579655', 'nm1579558', 'nm0767945', 'nm0654679']",6.3,36,nm0762517,Hulki Saner
152496,tt0484277,The Last Voyage of the Empress,2005,Documentary,nm0189327,['nm2062567'],8.7,11,nm0189327,Harvey Crossland
45399,tt0079553,Miedo a salir de noche,1980,"Comedy,Crime,Drama",nm0407061,"['nm0755364', 'nm0273888', 'nm0336419', 'nm0844640', 'nm0695979']",6.1,129,nm0407061,Eloy de la Iglesia
272549,tt4087158,A hiba nem az almában van,1981,Comedy,nm1271643,"['nm0357194', 'nm0844274', 'nm0025878', 'nm0053042', 'nm1158430']",6.0,8,nm1271643,Vilmos Dobai
216967,tt1784629,Slednecks 13,2010,Sport,nm1748973,"['nm4199954', 'nm3616207', 'nm4199125']",8.4,29,nm1748973,Jason Moriarty
54964,tt0093301,Jedenaste przykazanie,1988,"Drama,Romance",nm0464953,"['nm0910064', 'nm0954927', 'nm0239561', 'nm0649532', 'nm0524830']",6.2,21,nm0464953,Janusz Kondratiuk
40874,tt0073177,L'intrépide,1975,Comedy,nm0320833,"['nm0892615', 'nm0000805', 'nm0590071', 'nm0301556', 'nm0359894']",4.4,43,nm0320833,Jean Girault
124650,tt0315638,The Tiger of Santa Julia,2002,"Action,Adventure,Drama",nm0303832,"['nm1161078', 'nm0145102', 'nm0261064', 'nm0584754', 'nm0599434']",5.9,560,nm0303832,Alejandro Gamboa
75868,tt0131369,Edtv,1999,"Comedy,Drama",nm0000165,"['nm0000190', 'nm0001184', 'nm0086553', 'nm0091768', 'nm0126199']",6.1,45372,nm0000165,Ron Howard
212052,tt1667484,Smoke and Mirrors,2010,"Action,Drama,Mystery",nm3401511,"['nm3930398', 'nm3971243', 'nm3972101', 'nm3941226', 'nm3401068']",6.3,31,nm3401511,Chad Gravallese
54956,tt0093291,How Poets Are Enjoying Their Lives,1988,Comedy,nm0458722,"['nm0473162', 'nm0560727', 'nm0892155', 'nm0387207', 'nm0398703']",7.1,451,nm0458722,Dusan Klein
294966,tt6328242,A Simple Wedding,2018,"Comedy,Romance",nm3182755,"['nm4504035', 'nm6716392', 'nm0013037', 'nm0001854', 'nm0423414']",5.4,1176,nm3182755,Sara Zandieh
13164,tt0034374,Washington Melodrama,1941,Drama,nm0800373,"['nm0604656', 'nm0751946', 'nm0852710', 'nm0197314', 'nm0101350']",6.3,328,nm0800373,S. Sylvan Simon
36329,tt0066958,Crucible of Terror,1971,"Drama,Horror",nm0393650,"['nm0265631', 'nm0092639', 'nm0560793', 'nm0479951', 'nm0016401']",4.3,728,nm0393650,Ted Hooker
208154,tt1584708,Jingles the Clown,2009,Horror,nm1104780,"['nm1123696', 'nm3769289', 'nm0117249', 'nm3017660', 'nm2387795']",4.2,109,nm1104780,Tommy Brunswick
183900,tt1275574,Counterspy,1958,Adventure,nm0614634,"['nm0576353', 'nm0424634', 'nm0590669', 'nm0822574', 'nm0617050']",5.1,17,nm0614634,Ralph Murphy
10800,tt0030971,While New York Sleeps,1938,"Crime,Drama",nm0401680,"['nm0923481', 'nm0736939', 'nm0151334', 'nm0445518', 'nm0940199']",6.2,91,nm0401680,H. Bruce Humberstone
192013,tt13723164,Stand on It!,2020,"Action,Adventure,Comedy",nm0773884,"['nm0773884', 'nm4535518', 'nm2040695', 'nm13438081', 'nm0156057']",5.7,149,nm0773884,John Schneider
264679,tt3425444,Ein offener Käfig,2014,Drama,nm0340997,"['nm0597376', 'nm0270541', 'nm0775880', 'nm0700671', 'nm0281832']",6.0,54,nm0340997,Johannes Grieser
269699,tt3823306,The Act of Writing,2015,Documentary,nm1100866,['nm0329404'],10.0,11,nm1100866,Dylan Verrechia
76128,tt0132478,Rockin' with Seka or... Seka's Cruise,1980,Adult,nm0956387,"['nm0782790', 'nm0001360', 'nm0498317', 'nm0781635', 'nm0000753']",7.5,74,nm0956387,Ziggy Zigowitz Jr.
126700,tt0324607,Yakuza gurentai,1966,Crime,nm0620052,"['nm0559487', 'nm0023715', 'nm0408585', 'nm0592759', 'nm0847291']",7.2,41,nm0620052,Sadao Nakajima
295242,tt6357326,Vasiliy Tyorkin,1979,"Crime,Drama,War",nm0451940,['nm0845867'],5.7,6,nm0451940,Viktor Khramov
