,tconst,primaryTitle,startYear,genres,directors,cast,averageRating,numVotes,main_dir,dirname
143311,tt0419743,Febrer,2004,Drama,nm0994567,"['nm0991890', 'nm0174495', 'nm0273362', 'nm1241314', 'nm0760093']",6.0,39,nm0994567,Sílvia Quer
185503,tt1296163,The Legacy,2009,"Action,Comedy,Horror","nm2463151,nm3048151,nm2883061","['nm0765715', 'nm0528263', 'nm3048151', 'nm2463151', 'nm3034432']",3.9,28,nm2463151,Jason Crowe
105688,tt0241453,Small Town Conspiracy,2002,"Crime,Drama,Mystery",nm0166163,"['nm0315143', 'nm0036261', 'nm0792003', 'nm0060833', 'nm0156105']",5.0,128,nm0166163,Ralph Clemente
170370,tt10915616,Wild Little Love,2019,"Comedy,Romance",nm2085734,"['nm4260644', 'nm10249684', 'nm0898062', 'nm1368756', 'nm0626222']",5.4,123,nm2085734,Benedict Mique
141432,tt0406977,Masti,2004,"Comedy,Crime,Mystery",nm0409791,"['nm0222426', 'nm1059103', 'nm0012778', 'nm1299011', 'nm1069034']",6.2,7149,nm0409791,Indra Kumar
121849,tt0303003,Samye krassyvye korably,1973,\N,nm0632991,"['nm1090191', 'nm1090290', 'nm0753470', 'nm0880920']",5.7,9,nm0632991,Anatoli Nitochkin
271650,tt4010062,Doll Murder Spree,2017,Horror,nm3495777,"['nm5614613', 'nm3495777', 'nm6054488', 'nm2778196', 'nm2495675']",3.2,44,nm3495777,Reyna Young
112237,tt0264508,Dagon,2001,"Fantasy,Horror,Mystery",nm0002340,"['nm0323859', 'nm0704719', 'nm0581145', 'nm1296762', 'nm0696810']",6.2,21579,nm0002340,Stuart Gordon
254014,tt2935218,The Last Poem,2015,"Drama,Romance",nm2655736,"['nm0097893', 'nm3054665', 'nm10760588', 'nm1234298']",6.8,74,nm2655736,Suman Mukhopadhyay
87632,tt0175602,Ezop,1970,Drama,nm0904401,"['nm0436189', 'nm0867115', 'nm0616065', 'nm0742953', 'nm0467797']",7.2,40,nm0904401,Rangel Vulchanov
234043,tt2224254,3 Bachelors,2012,"Comedy,Romance",nm2329841,"['nm0430817', 'nm1696149', 'nm3783565', 'nm3486952', 'nm0656644']",3.3,196,nm2329841,Ajai Sinha
34119,tt0063810,Die Wilde,1968,Drama,nm0459746,"['nm0175555', 'nm0392855', 'nm0771441', 'nm2999048', 'nm0299802']",8.8,29,nm0459746,Gerhard Klingenberg
241558,tt2428908,A Verdadeira História de Romeu e Julieta,1990,Comedy,nm4785344,"['nm0326484', 'nm0131249', 'nm0585737', 'nm0495142', 'nm0802704']",8.6,21,nm4785344,Hélio Vargas
114507,tt0273650,Higher Ed,2001,Comedy,nm0478713,"['nm0695247', 'nm0817341', 'nm0004991', 'nm0033837', 'nm0478713']",5.3,49,nm0478713,Jean-Claude La Marre
16934,tt0039741,Crazy Quartet,1945,\N,nm0759470,"['nm0148974', 'nm0536167', 'nm0603761', 'nm0832375', 'nm0055364']",5.4,52,nm0759470,Guido Salvini
48720,tt0084165,Jamais avant le mariage,1982,Comedy,nm0147561,"['nm0014800', 'nm0547339', 'nm0615864', 'nm0733590', 'nm0494527']",4.7,43,nm0147561,Daniel Ceccaldi
291921,tt6029122,Sijjin 3: Love,2016,Horror,nm2201450,"['nm2565421', 'nm1699267', 'nm1760055', 'nm7325906', 'nm16232459']",6.0,3286,nm2201450,Alper Mestçi
129825,tt0342305,Dr. Bartolomeu e a Clínica do Sexo,2001,Adult,"nm2638172,nm3845937,nm0510680","['nm11039213', 'nm4443678', 'nm3949103', 'nm11039210', 'nm0596261']",7.2,11,nm2638172,Antonio Campos
166019,tt1038097,Stríbrný a rysavec,1998,Family,nm0237866,"['nm0782454', 'nm0405423', 'nm0229351', 'nm1077718', 'nm0705062']",5.8,6,nm0237866,Vladimír Drha
251711,tt28457363,Hawaii,2024,Comedy,nm3442154,"['nm16319080', 'nm9377100', 'nm1473166', 'nm2201406', 'nm8843641']",2.5,211,nm3442154,Bahman Goodarzi
278801,tt4720674,Paul à Québec,2015,"Comedy,Drama",nm0100433,"['nm1213420', 'nm0796449', 'nm0495920', 'nm0691925', 'nm4996282']",7.0,678,nm0100433,François Bouvier
258517,tt31171944,Lantrani,2024,"Comedy,Drama","nm1907554,nm4769297,nm4003178","['nm13683812', 'nm7992976', 'nm6845062', 'nm0505323', 'nm16066564']",5.1,449,nm1907554,Kaushik Ganguly
143196,tt0419069,Posylka s Marsa,2004,Romance,"nm1626341,nm0468837","['nm0592499', 'nm1127359', 'nm0051282', 'nm1669936', 'nm0529414']",5.7,28,nm1626341,Valentin Donskov
299572,tt6900380,Dealer/Healer,2017,"Action,Crime,Drama",nm0013828,"['nm0490513', 'nm0482628', 'nm2798295', 'nm0465503', 'nm1018221']",5.5,291,nm0013828,Lawrence Ah-Mon
268773,tt3741834,Lion,2016,"Biography,Drama",nm0204628,"['nm2353862', 'nm0000173', 'nm1913734', 'nm8061218', 'nm8066738']",8.0,254671,nm0204628,Garth Davis
25668,tt0052212,Solang' die Sterne glüh'n,1958,Comedy,nm0030762,"['nm0726153', 'nm0117711', 'nm0576938', 'nm0248657', 'nm0026130']",5.6,39,nm0030762,Franz Antel
24222,tt0050303,Delo bylo v Penkove,1958,"Drama,Romance",nm0744612,"['nm0579597', 'nm0238679', 'nm0863146', 'nm0711857', 'nm0854302']",7.5,451,nm0744612,Stanislav Rostotskiy
284152,tt5245584,Deviant Behavior,2016,Horror,nm4346476,"['nm4641430', 'nm5240629', 'nm4485595', 'nm8601183', 'nm7767504']",3.4,95,nm4346476,Jacob Grim
257638,tt3086442,Goodnight Mommy,2014,"Horror,Mystery,Thriller","nm3868633,nm1072411","['nm5835039', 'nm5835038', 'nm1218360', 'nm3041988', 'nm3868696']",6.7,61040,nm3868633,Severin Fiala
25698,tt0052253,The Strange Case of Dr. Manning,1957,"Crime,Thriller",nm0005674,"['nm0350486', 'nm0709681', 'nm0337854', 'nm0786074', 'nm0284854']",5.3,68,nm0005674,Arthur Crabtree
261308,tt32358872,Salem Witch Doll,2024,Horror,nm12875848,"['nm3699323', 'nm15136355', 'nm11851754', 'nm13420285', 'nm16134073']",2.8,18,nm12875848,Daniel Yates
191352,tt13631936,Kumek,2020,"Biography,Documentary",nm2384997,"['nm4813335', 'nm12141680']",7.1,219,nm2384997,Dario Jurican
27943,tt0055268,"Ostroznie, Yeti!",1961,Comedy,nm0194402,"['nm0827361', 'nm0058717', 'nm0072250', 'nm0082200', 'nm0194352']",4.5,53,nm0194402,Andrzej Czekalski
80261,tt0147524,The Naked Sun,1984,Drama,nm0148970,"['nm0104753', 'nm0023530', 'nm0093678', 'nm0207794', 'nm0555774']",6.2,41,nm0148970,Tonino Cervi
13284,tt0034538,Bombs Over Burma,1942,"Adventure,Drama,Thriller",nm0507390,"['nm0938923', 'nm0535006', 'nm0219219', 'nm0949917', 'nm0786811']",5.2,261,nm0507390,Joseph H. Lewis
73149,tt0123148,The Harbour,1989,Drama,nm0014160,"['nm0021774', 'nm0202519', 'nm2238631', 'nm1030496']",4.4,33,nm0014160,Kiumars Poorahmad
303099,tt7386674,Love Lagan Ne Locha,2017,"Comedy,Drama,Romance",nm9281263,"['nm9173614', 'nm9281265', 'nm9281264', 'nm9827313', 'nm8201788']",7.2,12,nm9281263,Sabbir Qureshi
22300,tt0047568,Terror Ship,1954,"Crime,Drama,Mystery",nm0786607,"['nm0526485', 'nm0151236', 'nm0050482', 'nm0913248', 'nm0517095']",5.8,258,nm0786607,Vernon Sewell
228631,tt21078174,Slaughter Day,1991,Horror,nm0184078,"['nm13770720', 'nm13770718', 'nm13770719', 'nm13770723', 'nm0184076']",5.6,82,nm0184078,Brent Cousins
289400,tt5784470,Angane Thanne Nethave Anjettennam Pinnale,2016,Comedy,nm8195941,"['nm4143935', 'nm0222181', 'nm0417314', 'nm1722996', 'nm0433884']",3.8,37,nm8195941,Ajith Poojappura
217767,tt1808365,One Foot in the Gutter,2011,"Comedy,Drama",nm1503424,"['nm3231935', 'nm4336420', 'nm2468788', 'nm4275856', 'nm4374245']",7.6,11,nm1503424,Justin Koleszar
231426,tt2167871,Ristabbànna,2011,"Comedy,Drama","nm1064894,nm1410547","['nm4290285', 'nm0001262', 'nm4855897', 'nm0517046', 'nm1508909']",5.6,19,nm1064894,Gianni Cardillo
316269,tt9496844,A Paper Marriage,2018,Family,nm10352402,"['nm1714990', 'nm10352403', 'nm0702619', 'nm15619669', 'nm4429082']",3.3,11,nm10352402,Hui Zhang
244515,tt25994098,Summer,2023,Drama,nm0419494,"['nm12115787', 'nm10752509', 'nm9829169', 'nm12159786', 'nm14337460']",4.2,435,nm0419494,Jose Javier Reyes
222258,tt1931378,African Gothic,2013,Thriller,nm0093232,"['nm0787752', 'nm2401178', 'nm0185431', 'nm1635034', 'nm1864017']",6.6,178,nm0093232,Gabriel Bologna
291647,tt6001942,Thikka,2016,"Action,Comedy",nm2581803,"['nm4753603', 'nm8389729', 'nm0707399', 'nm6938503', 'nm5159260']",4.2,220,nm2581803,Sunil K. Reddy
301046,tt7112172,Linking Love,2017,"Comedy,Music,Romance",nm0437526,"['nm5525652', 'nm3087358', 'nm5168755', 'nm3062187', 'nm5195621']",6.1,27,nm0437526,Shûsuke Kaneko
22695,tt0048178,The Fireflies' Glow,1955,"Drama,Family",nm0605245,"['nm0906723', 'nm0837430', 'nm0298576', 'nm0406723', 'nm0847654']",8.6,12,nm0605245,Kazuo Mori
250149,tt2792728,Kärlek deluxe,2014,Comedy,nm0458034,"['nm0303973', 'nm1553922', 'nm0480023', 'nm0277700', 'nm4274360']",4.3,356,nm0458034,Kristina Kjellin
300532,tt7033498,Twelve,2019,"Family,Sport",nm4983910,"['nm2089172', 'nm4981530', 'nm1732548', 'nm3124435', 'nm6818705']",6.4,532,nm4983910,Steve Grimaldi
216046,tt1757905,A Nossa Forma de Vida,2011,Documentary,nm0549778,"['nm4149028', 'nm4148451']",7.8,32,nm0549778,Pedro Filipe Marques
32368,tt0061387,Battle Beneath the Earth,1967,"Sci-Fi,Thriller",nm0876440,"['nm0558663', 'nm0893387', 'nm0044010', 'nm0036170', 'nm0612468']",4.5,1000,nm0876440,Montgomery Tully
106983,tt0246269,Tarkeeb,1984,"Action,Crime,Drama",nm0619102,"['nm0149822', 'nm1164077', 'nm0455454', 'nm1165337', 'nm0007106']",4.5,15,nm0619102,Ravikant Nagaich
292793,tt6108024,Eglantine,2016,Drama,nm5929180,"['nm5929182', 'nm8478566', 'nm6931991']",7.0,10,nm5929180,Margaret Salmon
83165,tt0159560,A Matter of Size,1983,Adult,nm0827560,"['nm0043079', 'nm0158245', 'nm0378190', 'nm0470262', 'nm1300808']",8.0,178,nm0827560,Matt Sterling
252966,tt28882935,L'anima in pace,2023,Drama,nm7695354,"['nm8488631', 'nm9973432', 'nm6586828', 'nm1006993', 'nm0541464']",7.9,13,nm7695354,Ciro Formisano
198267,tt1454462,Stigmata,2009,"Drama,Fantasy",nm1226774,"['nm1022733', 'nm3130504', 'nm0127684', 'nm0136194', 'nm2392048']",5.8,102,nm1226774,Adán Aliaga
279536,tt4814380,Where the Wind Settles,2015,"Drama,Romance",nm0911042,"['nm1683092', 'nm4358682', 'nm3419723', 'nm2429015', 'nm2840530']",6.3,80,nm0911042,Toon Wang
138548,tt0387176,Donselya,1986,"Drama,Romance",nm0062501,"['nm1158707', 'nm1487249', 'nm1033773', 'nm0062540', 'nm0407066']",7.6,29,nm0062501,Arsenio Bautista
87960,tt0176564,Border Vengeance,1935,Western,nm0374586,"['nm0751402', 'nm1188045', 'nm0136998', 'nm0531810', 'nm0312238']",4.1,74,nm0374586,Ray Heinz
157897,tt0831354,"1, 2, 3, Whiteout",2007,"Drama,Sci-Fi",nm2078220,"['nm0144589', 'nm0012512', 'nm0046781', 'nm2330154', 'nm2330032']",6.1,42,nm2078220,James June Schneider
263014,tt3312762,In the Sands of Babylon,2013,"Drama,History,War",nm1865534,"['nm2191734', 'nm6065579', 'nm6065577']",5.3,380,nm1865534,Mohamed Al Daradji
267285,tt3626800,Antisnayper,2008,Action,nm6387980,"['nm1402088', 'nm3874681', 'nm0738839', 'nm0787697']",6.1,12,nm6387980,Oleksandr Berezan
230442,tt21403688,Operation Mayfair,2023,"Crime,Thriller",nm5149636,"['nm0792116', 'nm10345752', 'nm3752137', 'nm11230550', 'nm0492647']",2.4,1195,nm5149636,Sudipto Sarkar
284317,tt5260314,Don't Let the Devil In,2016,"Horror,Thriller",nm2656809,"['nm8954894', 'nm8029072', 'nm7781166', 'nm8016424', 'nm8029042']",4.5,51,nm2656809,Courtney Fathom Sell
239612,tt2376972,Blonder als die Polizei erlaubt,2012,Comedy,nm0021271,"['nm0024796', 'nm1275968', 'nm0375506', 'nm0341993', 'nm0127183']",5.5,92,nm0021271,Sophie Allet-Coche
244858,tt2621382,Nattamai,1994,"Action,Drama",nm0433893,"['nm0764877', 'nm1001243', 'nm5454475', 'nm0897206', 'nm1022090']",6.9,309,nm0433893,K.S. Ravikumar
89615,tt0181433,Cuando en el cielo pasen lista,1945,Drama,nm0096063,"['nm0406608', 'nm0685286', 'nm0016627', 'nm0951368', 'nm0053663']",8.3,24,nm0096063,Carlos F. Borcosque
308487,tt8170958,Shaweesh Noss El Lel,1991,Drama,nm2667089,"['nm0790096', 'nm0252820', 'nm0288206', 'nm1763797', 'nm1334816']",5.8,40,nm2667089,Hussein Emara
153097,tt0489021,Deli Kan,1981,Drama,nm0947998,"['nm0015081', 'nm0032661', 'nm0845576', 'nm0951019', 'nm1224844']",5.3,157,nm0947998,Atif Yilmaz
247742,tt2720586,Hatyarin,1991,Horror,nm1588773,"['nm1024997', 'nm1018575', 'nm2506803', 'nm0820265', 'nm1361763']",4.8,28,nm1588773,Vinod Talwar
246282,tt26688393,Tom Hanks: The Nomad,2023,Biography,nm9592365,['nm14065561'],4.3,221,nm9592365,Jake Hickman
248599,tt27510849,The Can,2024,Thriller,nm6594879,"['nm11385965', 'nm0000925', 'nm0233215', 'nm0769442', 'nm1519450']",9.3,23,nm6594879,Mitchell Kendall Smith
158455,tt0844915,Pox,2011,"Comedy,Sci-Fi",nm0358478,"['nm2367718', 'nm1827361', 'nm2358125', 'nm2089600', 'nm0186728']",8.0,68,nm0358478,Lisa Hammer
305092,tt7662160,Bhanu Goenda Jahar Assistant,1971,"Comedy,Drama",nm1028647,"['nm0052322', 'nm0712854', 'nm0154166', 'nm0149846', 'nm1278455']",7.4,34,nm1028647,Purnendu Roy Choudhury
109037,tt0254149,Atma,1993,\N,nm0693092,"['nm0103977', 'nm0310221', 'nm8038697', 'nm1289230', 'nm1679054']",5.9,28,nm0693092,Prathap Pothen
79549,tt0144127,Camera d'albergo,1981,Comedy,nm0598102,"['nm0002094', 'nm0900143', 'nm0599604', 'nm0682655', 'nm0116453']",5.8,182,nm0598102,Mario Monicelli
235833,tt2273401,Man with Van,2017,"Crime,Drama,Thriller",nm2766254,"['nm0292182', 'nm1767528', 'nm0823563', 'nm3425494', 'nm0056249']",6.9,16,nm2766254,Ed Blythe
244508,tt2598580,Dancin': It's on!,2015,"Family,Musical,Romance",nm0200597,"['nm0199939', 'nm4667721', 'nm0004905', 'nm0200597', 'nm5179094']",2.5,1172,nm0200597,David Winters
97869,tt0206390,Vautrin the Thief,1943,Drama,nm0082581,"['nm0800302', 'nm0813247', 'nm0016904', 'nm0029217', 'nm0091502']",6.8,89,nm0082581,Pierre Billon
14998,tt0037012,Leave It to the Irish,1944,"Action,Comedy,Drama",nm0064415,"['nm0007223', 'nm0571085', 'nm0479011', 'nm0700711', 'nm0517425']",4.7,139,nm0064415,William Beaudine
29477,tt0057274,The Teacher from Vigevano,1963,"Comedy,Drama",nm0677880,"['nm0814773', 'nm0001954', 'nm0211914', 'nm0234747', 'nm0816537']",7.1,563,nm0677880,Elio Petri
100340,tt0216941,Tout est calme,2000,"Comedy,Crime,Mystery",nm0006620,"['nm0288510', 'nm0350248', 'nm0008430', 'nm0059564', 'nm0077835']",5.1,43,nm0006620,Jean-Pierre Mocky
254718,tt29571399,Death Stranding,2023,"Crime,Drama",nm0659380,"['nm0156567', 'nm0156506', 'nm0161308', 'nm11044049', 'nm6160509']",5.9,77,nm0659380,Danny Pang
310354,tt8458534,Time Loop,2019,"Adventure,Sci-Fi",nm1941117,"['nm5314645', 'nm0786942', 'nm5571742', 'nm9860558', 'nm9860566']",3.8,685,nm1941117,Ciro Sorrentino
42946,tt0076137,Herbie Goes to Monte Carlo,1977,"Action,Adventure,Comedy",nm0568546,"['nm0427894', 'nm0461455', 'nm0813940', 'nm0547462', 'nm0455702']",5.6,8266,nm0568546,Vincent McEveety
152964,tt0488138,Small Engine Repair,2006,"Comedy,Drama",nm1420399,"['nm0322513', 'nm0533599', 'nm0334324', 'nm0455663', 'nm0614755']",6.3,276,nm1420399,Niall Heery
107035,tt0246438,Auf Herz und Nieren,2001,"Action,Comedy","nm0415714,nm0001709","['nm0935144', 'nm0773134', 'nm0321584', 'nm0888276', 'nm0001424']",5.1,277,nm0415714,Thomas Jahn
159734,tt0885491,Inside Danny Baker,1963,Comedy,nm0002137,"['nm0595040', 'nm3375826', 'nm0183184', 'nm0314745', 'nm0347935']",6.0,10,nm0002137,Arthur Hiller
103823,tt0233419,O Caçador de Esmeraldas,1979,Adventure,nm0210709,"['nm0811663', 'nm0579510', 'nm0094426', 'nm0576967', 'nm0170227']",6.8,40,nm0210709,Oswaldo de Oliveira
29615,tt0057438,Birds with Clipped Wings,1963,Drama,nm0708563,"['nm0025373', 'nm0719193', 'nm0207834', 'nm0578984', 'nm0142752']",6.4,6,nm0708563,Artur Ramos
8827,tt0027979,The Moon's Our Home,1936,"Comedy,Romance",nm0782682,"['nm0837925', 'nm0000020', 'nm0125325', 'nm0094135', 'nm0189093']",6.6,321,nm0782682,William A. Seiter
228750,tt21098354,Sleep Paralysis and the Phenomenon of the Shadow People,2022,Documentary,nm7637618,"['nm8053031', 'nm10511686', 'nm13779940', 'nm9406873']",6.7,12,nm7637618,Adam Berardi
54235,tt0092170,La vida alegre,1987,Comedy,nm0173101,"['nm0286579', 'nm0720277', 'nm0643505', 'nm0599640', 'nm0557412']",6.1,380,nm0173101,Fernando Colomo
282014,tt5056842,Body of Sin,2018,"Adventure,Crime,Thriller","nm2437595,nm2429517","['nm5988790', 'nm5057757', 'nm1151972', 'nm8556087', 'nm0037423']",4.3,2129,nm2437595,Amariah Olson
191396,tt13640410,Princess the Secret Service Part 3,2018,"Action,Fantasy",nm11464532,"['nm11794089', 'nm12145073']",8.1,12,nm11464532,Xu Jiang Hua
187155,tt1316088,The Way of Snow,2008,"Drama,Fantasy",nm3180776,"['nm3180776', 'nm3179962', 'nm2662154', 'nm3181812', 'nm3337046']",7.2,15,nm3180776,Justin Calen-Chenn
76088,tt0132287,The Lonely Sex,1959,"Crime,Drama,Thriller",nm0384965,"['nm0070793', 'nm4006885', 'nm1708150', 'nm0262860', 'nm3995905']",4.9,63,nm0384965,Richard Hilliard
160932,tt0929425,Gomorrah,2008,"Crime,Drama",nm0308520,"['nm0408238', 'nm2992307', 'nm0785842', 'nm3013376', 'nm2954640']",7.0,51657,nm0308520,Matteo Garrone
97694,tt0205505,The Journey to Paris,1999,Comedy,nm0240750,"['nm0110501', 'nm0603586', 'nm0696163', 'nm0735553', 'nm0603642']",5.2,114,nm0240750,Marc-Henri Dufresne
159161,tt0867403,Pothan Vava,2006,"Action,Comedy,Drama",nm0430782,"['nm0007123', 'nm0893449', 'nm0412683', 'nm2469558', 'nm1560318']",4.1,289,nm0430782,Joshiy
281503,tt5004918,Love in the 1980s,2015,Romance,nm0403225,"['nm7570343', 'nm5666709', 'nm4771758', 'nm4655667', 'nm4329184']",6.6,60,nm0403225,Jianqi Huo
119130,tt0290174,Spy Pit,1967,"Action,Thriller",nm0069997,"['nm0359894', 'nm0497810', 'nm0202405', 'nm0141361', 'nm0104064']",4.4,50,nm0069997,Mario Maffei
131005,tt0348209,Tigasin,1999,"Action,Comedy",nm0418729,"['nm0305182', 'nm0626222', 'nm0174235', 'nm1207895', 'nm0302323']",7.2,13,nm0418729,Ike Jarlego Jr.
100944,tt0219338,Tattoo Bar,2000,Drama,nm0812553,"['nm0883796', 'nm0650922', 'nm0350638', 'nm0596750', 'nm0747020']",5.1,50,nm0812553,Jo Sol
199633,tt1472179,So Different,2009,"Comedy,Drama",nm0075087,"['nm0648065', 'nm0259305', 'nm0952911', 'nm0927092', 'nm0489858']",4.2,268,nm0075087,Helena Bergström
134426,tt0365581,Odd Noggins,2000,"Comedy,Horror,Sci-Fi",nm0792340,"['nm0040804', 'nm0055124', 'nm0064116', 'nm0002492', 'nm11204681']",4.5,58,nm0792340,Joe Sherlock
174137,tt11368696,I Am the Sea,2020,Drama,nm10659968,"['nm11057370', 'nm1763577', 'nm3635732', 'nm4115899', 'nm11057371']",4.4,520,nm10659968,Umut Evirgen
264573,tt3418972,Toro Loco: Bloodthirsty,2015,"Action,Comedy,Horror",nm2651069,"['nm0578246', 'nm0676125', 'nm4484707', 'nm1856356', 'nm4461524']",5.5,76,nm2651069,Patricio Valladares
206647,tt15654332,Grey Games,2024,"Crime,Thriller",nm8994456,"['nm5705316', 'nm3616872', 'nm13790174', 'nm13017697', 'nm7894439']",8.4,1104,nm8994456,Gangadhar Salimath
285199,tt5340362,Anything for Love,2016,"Comedy,Romance",nm0409036,"['nm0159776', 'nm2126366', 'nm1182955', 'nm1650932', 'nm1112955']",6.5,2578,nm0409036,Terry Ingram
143945,tt0424097,Frank Hurley: The Man Who Made History,2004,Documentary,nm0621845,"['nm0188933', 'nm0633604']",6.8,25,nm0621845,Simon Nasht
238606,tt2353803,Area Paradiso,2012,Comedy,"nm0007746,nm2651035","['nm0007746', 'nm0291816', 'nm0017773', 'nm0578633', 'nm2387037']",5.7,62,nm0007746,Diego Abatantuono
215581,tt17507180,Vishu,2022,"Drama,Romance",nm12998221,"['nm7805689', 'nm16573146', 'nm16573147', 'nm14806172', 'nm16573148']",9.0,41,nm12998221,Mayur Madhukar Shinde
17142,tt0040068,Abbott and Costello Meet Frankenstein,1948,"Comedy,Family,Fantasy","nm0059106,nm0487237","['nm0007941', 'nm0182579', 'nm0001033', 'nm0000509', 'nm0833363']",7.3,20067,nm0059106,Charles Barton
45244,tt0079339,The Incredible Journey of Doctor Meg Laurel,1979,"Adventure,Drama",nm0337885,"['nm0905993', 'nm0943837', 'nm0240887', 'nm0516972', 'nm0676349']",6.8,253,nm0337885,Guy Green
97340,tt0204251,Death of an Angel,1952,"Crime,Drama,Mystery",nm0766755,"['nm0056556', 'nm0062746', 'nm0813856', 'nm0949974', 'nm0517095']",5.7,93,nm0766755,Charles Saunders
278854,tt4728310,Pourquoi les femmes sont-elles plus petites que les hommes?,2013,Documentary,nm2723103,['nm1816892'],7.3,7,nm2723103,Véronique Kleiner
17579,tt0040704,Portrait of Innocence,1941,"Comedy,Drama",nm0200877,"['nm0137420', 'nm0317771', 'nm0116552', 'nm0702454', 'nm0782564']",6.5,89,nm0200877,Louis Daquin
164532,tt10204950,In Wahrheit: Still ruht der See,2019,Crime,nm0018877,"['nm2322467', 'nm2702975', 'nm0468643', 'nm7016255', 'nm6104068']",5.9,81,nm0018877,Miguel Alexandre
255319,tt2979682,For the Blinds,2014,"Adventure,Fantasy,Sci-Fi",nm3053552,"['nm3283631', 'nm3053552', 'nm3283450', 'nm5021908', 'nm6062534']",6.7,18,nm3053552,Ozan Adam
79434,tt0143750,Mountains on the Moon,1998,Comedy,nm0912227,"['nm0808690', 'nm0266410', 'nm2060899', 'nm0447562', 'nm0404801']",6.6,11,nm0912227,Michael Wargo
307631,tt8034094,Krishnatulasi,2018,"Comedy,Drama,Romance",nm9643360,"['nm1693209', 'nm7953993', 'nm5754203', 'nm5798467', 'nm7216594']",7.5,35,nm9643360,Sukhesh Nayak
128070,tt0332246,Miss Pamela,1989,Drama,nm0155068,"['nm0810426', 'nm1019040', 'nm0329730', 'nm0409204', 'nm1066795']",4.6,11,nm0155068,Kottayam Chellappan
276552,tt4499308,Femen: Naked War,2014,Documentary,nm7168150,"['nm10052530', 'nm5906633', 'nm7230908', 'nm7630467', 'nm5906634']",7.0,55,nm7168150,Joseph Paris
233455,tt22081614,2016 - L'anno della trap,2022,Documentary,nm11565342,"['nm13417753', 'nm9494722', 'nm12471556', 'nm3492399', 'nm10474574']",8.4,14,nm11565342,Davide Vicari
78964,tt0141900,Treta sled slantzeto,1972,"Drama,Sci-Fi",nm0832985,"['nm0278384', 'nm0794887', 'nm0631790', 'nm0631946', 'nm0331545']",5.9,51,nm0832985,Gueorgui Stoyanov
99967,tt0215616,La Cenerentola,1988,"Comedy,Music,Romance",nm0898312,"['nm0219379', 'nm0262451', 'nm0077695', 'nm0614833', 'nm0032845']",7.7,17,nm0898312,Claus Viller
210124,tt1624996,Vampire,2011,"Drama,Horror,Thriller",nm0412517,"['nm0954225', 'nm1095720', 'nm0001625', 'nm0605080', 'nm2564938']",5.2,1858,nm0412517,Shunji Iwai
259123,tt31434046,Don't Open the Door,2024,Horror,"nm8874716,nm8874717","['nm8874717', 'nm3516837']",6.6,8337,nm8874716,Alexandros Karpas
115988,tt0278781,Andromeda Nebula,1967,"Romance,Sci-Fi",nm0792759,"['nm0037615', 'nm0831641', 'nm0473054', 'nm1295405', 'nm0875097']",5.5,351,nm0792759,Evgeniy Sherstobitov
244252,tt25829822,De Rombkekomber,2022,Horror,nm14448883,"['nm14448884', 'nm14448885', 'nm14448886']",7.3,9,nm14448883,Ricardo van den Bragt
272007,tt4045444,Untitled (A Film),2017,Thriller,nm0518031,"['nm0245925', 'nm0560864', 'nm1766483', 'nm5378751', 'nm0266696']",7.6,35,nm0518031,Chris Loizou
142360,tt0414225,León and Olvido,2004,Drama,nm0075953,"['nm1007458', 'nm1675141', 'nm0685038', 'nm1669749', 'nm1670918']",6.3,217,nm0075953,Xavier Bermúdez
62241,tt0104351,Gô-hime,1992,"Drama,History",nm0856267,"['nm0594533', 'nm0619938', 'nm0619184', 'nm0406740', 'nm0586733']",6.8,275,nm0856267,Hiroshi Teshigahara
125523,tt0319146,Casi un sueño,1943,Drama,nm0205760,"['nm1470281', 'nm0664221', 'nm0351272', 'nm0296416', 'nm0764202']",4.2,8,nm0205760,Tito Davison
141993,tt0410951,Ölüme kadar,1965,"Drama,Romance",nm0258581,"['nm0015360', 'nm0035067', 'nm0881280', 'nm0663708', 'nm0436984']",5.7,38,nm0258581,Ülkü Erakalin
237032,tt2305009,Tokeasy,2012,Comedy,"nm4953286,nm2693191","['nm5284818', 'nm0344563', 'nm4956393', 'nm3633410', 'nm4952757']",7.8,23,nm4953286,Wally Wallace
158755,tt0854172,With Luv... Tumhaara,2006,"Drama,Romance",nm2376053,"['nm1028114', 'nm0196375', 'nm2466868', 'nm0422566', 'nm3582743']",6.4,32,nm2376053,Kamal Nathani
130566,tt0346175,Zockerexpreß,1988,Drama,nm0501365,"['nm0221527', 'nm1307884', 'nm0231126', 'nm0702541', 'nm0822868']",6.4,9,nm0501365,Klaus Lemke
282224,tt5075490,The Wilding,2016,"Drama,Sci-Fi",nm1164602,"['nm0819079', 'nm0418544', 'nm3180297', 'nm0004986', 'nm1047883']",3.3,566,nm1164602,Ciarán Foy
151471,tt0476964,The Brave One,2007,"Action,Crime,Drama",nm0001403,"['nm0000149', 'nm0005024', 'nm0004710', 'nm0441588', 'nm0005460']",6.7,64071,nm0001403,Neil Jordan
199663,tt14725994,Fabérge: The Making of a Legend,2021,"Biography,Documentary,History",nm0183002,"['nm0503333', 'nm2335945']",7.2,37,nm0183002,Jean-Pierre Cottet
79646,tt0144474,Night Flight,1980,Adult,nm0550696,"['nm0164557', 'nm2301893', 'nm0153964', 'nm0354864', 'nm0003501']",4.0,11,nm0550696,Phillip Marshak
